question_id,answer_filename,answer_text,answer_correct,source,label
00041_62346,M1_1_02_00041_62346_A.png,④$ \\frac{16}{2}=8 $ 이므로 양의 정수이다.,④,111.수학 과목 문제생성 데이터,validation
00041_62357,M1_1_02_00041_62357_A.png,"$\\frac{9}{4}$+$\\frac{1}{3}$=$\\frac{27}{12}$+$\\frac{4}{12}$=$\\frac{31}{12},\\frac{31}{12}$×$\\frac{3}{7}$=$\\frac{31}{28} \\frac{9}{4}$‒$\\frac{31}{28}$=$\\frac{63}{28}$‒$\\frac{31}{28}$=$\\frac{32}{28}$=$\\frac{8}{7}$",$\\frac{8}{7}$,111.수학 과목 문제생성 데이터,validation
00041_62371,M1_1_02_00041_62371_A.png,"② 절댓값이 같고 부호가 반대인 두 수의 차가 $ \\frac{1}{2} $ 이므로 두 수는 $ \\frac{1}{4},-\\frac{1}{4} $ 이다. 따라서 두 수 중 큰 수는 $ \\frac{1}{4} $ 이다.",텍스트 없음,111.수학 과목 문제생성 데이터,validation
00041_62386,M1_1_02_00041_62386_A.png,$ \\begin{array}{l}98 \\times 0.25=(100-2) \\times 0.25 \\\\ =100 \\times 0.25-2 \\times 0.25 \\\\ =25-0.5 \\\\ =24.5\\end{array} $,"$100, 100, 2, 25, 0.5, 24.5$",111.수학 과목 문제생성 데이터,validation
00041_62390,M1_1_02_00041_62390_A.png,따라서 바르게 계산하면 \\[ \\begin{array}{l} \\frac{1}{6}+\\left(-\\frac{1}{3}\\right)+\\left(-\\frac{1}{3}\\right)=\\frac{1}{6}+\\left(-\\frac{2}{3}\\right) \\\\ =\\frac{1}{6}+\\left(-\\frac{4}{6}\\right)=-\\frac{1}{2} \\end{array} \\],"①  어떤 수를 $ a $ 라고 하면 $ a-\\left(-\\frac{1}{3}\\right)-\\left(-\\frac{1}{3}\\right)=\\frac{5}{6} $ 에서 \\[ a+\\frac{2}{3}=\\frac{5}{6},  a+\\frac{4}{6}=\\frac{5}{6}  \\therefore a=\\frac{1}{6} \\]",111.수학 과목 문제생성 데이터,validation
00041_62416,M1_1_02_00041_62416_A.png,"어떤 유리수를  $\\square$라고 하면 $ \\square+\\left(-\\frac{3}{2}\\right)=\\frac{7}{5} $ $ \\square+\\left(-\\frac{15}{10}\\right)=\\frac{14}{10}   \\therefore \\square=\\frac{29}{10} $이 때, 바르게 계산하면 $ \\frac{29}{10}-\\left(-\\frac{3}{2}\\right)=\\frac{22}{5} $ 이므로$ a=\\frac{29}{10}, b=\\frac{22}{5}   \\therefore b-a=\\frac{22}{5}-\\frac{29}{10}=\\frac{15}{10}=\\frac{3}{2} $",$ \\frac{3}{2} $,111.수학 과목 문제생성 데이터,validation
00041_62420,M1_1_02_00041_62420_A.png,① $ 1.6-2.7+1=-1.1+1=-0.1 $ ② $ \\frac{1}{2}-\\frac{5}{3}+\\frac{3}{4}=\\frac{6}{12}-\\frac{20}{12}+\\frac{9}{12}=-\\frac{5}{12} $ ③ $ -\\frac{7}{4}+\\frac{3}{20}+\\frac{3}{5}=-\\frac{35}{20}+\\frac{3}{20}+\\frac{12}{20}=-1 $ ④ $ \\frac{3}{4}-\\frac{11}{10}-\\frac{3}{2}=\\frac{15}{20}-\\frac{22}{20}-\\frac{30}{20}=-\\frac{37}{20} $ ⑤ $ -0.9-\\frac{5}{2}+0.4=-0.9-2.5+0.4=-3 $,⑤,111.수학 과목 문제생성 데이터,validation
00041_62464,M1_1_02_00041_62464_A.png,"$ \\frac{8}{3}=2 \\frac{2}{3} $ 이므로 $-2.6$ 과 $ 2 \\frac{2}{3} $ 사이에 있는 정수 중 가장 큰 수는 $2$ 이고, 가장 작은 수는 $-2$ 이다.","가장 큰 수 : $2$, 가장 작은 수 : $‒2$",111.수학 과목 문제생성 데이터,validation
00041_64002,M1_1_02_00041_64002_A.png,"㉡ 절댓값은 거리이므로 항상 0 또는 양수이다. (x) ㉢ 절댓값이 가장 작은 정수는 0 이다. $ (x) $ ㉣$ a $ 가 정수일 때, $ |a-1| \\leq 2 $ 를 만족하는 정수 $ a-1 $ 이 $ -2,-1,0,1,2 $ 이므로 $ a $ 는 $ -1,0,1,2,3 $ 의 5개이다. 따라서 <보기> 중 옳은 것은 ㉠, ㉣, ㉤이다.",(해답)③,111.수학 과목 문제생성 데이터,validation
00041_64018,M1_1_02_00041_64018_A.png,어떤 유리수를 $x$라고 하면  $ x+\\frac{2}{15}=-\\frac{4}{15} $ $ \\therefore x=-\\frac{6}{15}=-\\frac{2}{5} $ 따라서 어떤 수는 $ -\\frac{2}{5} $ 이므로 바르게 계산하면 $ \\left(-\\frac{2}{5}\\right)-\\frac{2}{15}=-\\frac{8}{15} $ 이다.,$ -\\frac{8}{15} $,111.수학 과목 문제생성 데이터,validation
00041_64028,M1_1_02_00041_64028_A.png,"$ a>0, b<0 $ 에서  ① $ a-b>0 $  ②  $ a \\div b<0 $  ③  $ a+b^{2}>0 $  ④  $ a^{2}>0, b^{2}>0 $ 이므로 $ a^{2} \\times b^{2}>0 $  ⑤ $ a=3, b=-2 $ 일 때 $ a+b=2+(-2)=1 $ 이므로 $ a+b>0 $ 즉, $ a+b $ 는 항상 음수인 것은 아니다.",②,111.수학 과목 문제생성 데이터,validation
00041_64055,M1_1_02_00041_64055_A.png,$ \\begin{array}{l}(가)=(-2)-\\left(+\\frac{1}{3}\\right)=\\left(-\\frac{6}{3}\\right)+\\left(-\\frac{1}{3}\\right)=-\\frac{7}{3} \\\\ (나)=-\\frac{7}{3}-\\left(+\\frac{10}{3}\\right)=-\\frac{7}{3}+\\left(-\\frac{10}{3}\\right)=-\\frac{17}{3} \\\\ \\therefore(가)+(나)=\\left(-\\frac{7}{3}\\right)+\\left(-\\frac{17}{3}\\right)=-8\\end{array} $,①,111.수학 과목 문제생성 데이터,validation
00041_64057,M1_1_02_00041_64057_A.png,① $ \\frac{3}{4}-2-\\left(-\\frac{3}{2}\\right)=\\left(-\\frac{5}{4}\\right)+\\left(+\\frac{3}{2}\\right)=\\left(-\\frac{5}{4}\\right)+\\left(+\\frac{6}{4}\\right)=\\frac{1}{4} $ ② $ \\left(-\\frac{3}{5}\\right)-\\left(-\\frac{2}{5}\\right)=\\left(-\\frac{3}{5}\\right)+\\left(+\\frac{2}{5}\\right)=-\\frac{1}{5} $ \\[ \\begin{array}{l} \\text { ③ } \\frac{5}{6}+\\left(-\\frac{1}{4}\\right)-\\left(-\\frac{1}{3}\\right)+\\frac{1}{12} \\\\ =\\frac{10}{12}+\\left(-\\frac{3}{12}\\right)+\\left(+\\frac{4}{12}\\right)+\\frac{1}{12} \\\\ =\\frac{12}{12}=1 \\end{array} \\] \\[ \\begin{array}{l} \\text { ④ }\\left(-\\frac{2}{7}\\right)-\\left(-\\frac{3}{5}\\right)+\\frac{10}{7}-\\frac{2}{5} \\\\ =\\left(-\\frac{2}{7}\\right)+\\frac{10}{7}+\\left(+\\frac{3}{5}\\right)+\\left(-\\frac{2}{5}\\right)=\\frac{8}{7}+\\frac{1}{5} \\\\ =\\frac{40}{35}+\\frac{7}{35}=\\frac{47}{35} \\end{array} \\] ⑤ $ \\frac{3}{8}-\\frac{5}{6}+\\frac{5}{4}-1=\\frac{3}{8}+\\frac{10}{8}-\\frac{5}{6}-\\frac{6}{6} $ \\[ =\\frac{13}{8}-\\frac{11}{6}=\\frac{39}{24}-\\frac{44}{24}=-\\frac{5}{24} \\] 따라서 가장 작은 값은 ⑤이다.,⑤,111.수학 과목 문제생성 데이터,validation
00041_64063,M1_1_02_00041_64063_A.png,$ A $ 가 $3$ 번 이기고 $4$번 졌으므로 $B$는 $4$번 이기고 $3$번 졌다. $ \\therefore(B $ 의 점수 $ )=2+2+2+2+(-3)+(-3)+(-3)=-1 $ (점),③,111.수학 과목 문제생성 데이터,validation
00041_64072,M1_1_02_00041_64072_A.png,$3\\bigstar  \\frac{1}{6}=3+\\frac{1}{6}-2=\\frac{7}{6} $ $ \\frac{7}{6} \\circledcirc  3=3-\\frac{7}{6}-3=-\\frac{7}{6}   \\frac{5}{12}\\circledcirc 4=4-\\frac{5}{12}-3=\\frac{7}{12}   \\frac{7}{12} \\bigstar\\left(-\\frac{1}{2}\\right)=\\frac{7}{12}+\\left(-\\frac{1}{2}\\right)-2=-\\frac{23}{12} $이므로 $ \\left(-\\frac{7}{6}\\right) \\circledcirc\\left(-\\frac{23}{12}\\right)=\\left(-\\frac{23}{12}\\right)-\\left(-\\frac{7}{6}\\right)-3   =\\left(-\\frac{23}{12}\\right)+\\left(+\\frac{14}{12}\\right)-3=-\\frac{3}{4}-3=-\\frac{15}{4} $,⑤,111.수학 과목 문제생성 데이터,validation
00041_64108,M1_1_02_00041_64108_A.png,"$ -\\frac{11}{3} $의 역수는 $ -\\frac{3}{11} , 0.4=\\frac{4}{10}=\\frac{2}{5} $의 역수는 $ \\frac{5}{2} , \\frac{5}{22} $의 역수는 $ \\frac{22}{5} $이므로$ \\left(-\\frac{3}{11}\\right) \\times \\frac{5}{2} \\times \\frac{22}{5}=-3 $",$ -3 $,111.수학 과목 문제생성 데이터,validation
00041_64112,M1_1_02_00041_64112_A.png,"$ |A|=3 \\times|B| $ 이고 $ A \\div B<0 $ 이므로 $ A=6 $ 일 때 $ B=-2 $ 이고, $ A=-6 $ 일 때 $ B=2 $ 이다. (i ) $ A=6, B=-2 $ 일 때, $ A+B=6+(-2)=4 $ (ii) $ A=-6, B=2 $ 일 때, $ A+B=(-6)+2=-4 $ 따라서 $ A+B $ 의 역수들의 합은 $ \\frac{1}{4}+\\left(-\\frac{1}{4}\\right)=0 $ 이다.",③,111.수학 과목 문제생성 데이터,validation
00041_64123,M1_1_02_00041_64123_A.png,$ \\left\\{(-15) \\div(-3)+(-1)^{3} \\times\\left(\\frac{1}{2}\\right)^{2}\\right\\}-\\frac{3}{4}=5+(-1) \\times \\frac{1}{4}-\\frac{3}{4}=   \\left(5-\\frac{1}{4}\\right)-\\frac{3}{4}=\\frac{19}{4}-\\frac{3}{4}=4 $,텍스트 없음,111.수학 과목 문제생성 데이터,validation
00041_64124,M1_1_02_00041_64124_A.png,$ (-6) \\div \\frac{1}{4} \\div 3 \\times(-2)=(-6) \\times 4 \\times \\frac{1}{3} \\times(-2)(-6) \\div \\frac{1}{4} \\div 3 \\times(-2)=(-6) \\times 4 \\times \\frac{1}{3} \\times(-2)=16 $   ① $ (-6) \\times \\frac{1}{4} \\div 3 \\div(-2)=(-6) \\times \\frac{1}{4} \\times \\frac{1}{3} \\times\\left(-\\frac{1}{2}\\right)=\\frac{1}{4} $   ② $ (-6) \\div\\left(\\frac{1}{4} \\div 3\\right) \\times(-2)=(-6) \\div\\left(\\frac{1}{4} \\times \\frac{1}{3}\\right) \\times(-2)=(-6) \\times 12 \\times(-2)=144 $  $③ (-6) \\times(4 \\div 3) \\times(-2)=(-6) \\times \\frac{4}{3} \\times(-2)=16 $   ④ $ (-6) \\times(4 \\div 3) \\div(-2)=(-6) \\times \\frac{4}{3} \\times\\left(-\\frac{1}{2}\\right)=4 $   ⑤ $ (-6) \\times\\left(\\frac{1}{4} \\div 3\\right) \\div(-2)=(-6) \\times \\frac{1}{12} \\times\\left(-\\frac{1}{2}\\right)=\\frac{1}{4} $,③,111.수학 과목 문제생성 데이터,validation
00041_64152,M1_1_02_00041_64152_A.png,(가) $ \\vert b\\vert=\\vert -3\\vert=3 $ (다) $ b $ 는 $-2$ 보다 크므로 $ b=3 $ (나) $ c>3 $ 이므로 $ b<c $ (다) $ a $ 는 $-2$ 보다 크다. (라) $ a $ 는 $ c $ 보다 $-2$에서 더 멀리 떨어져 있으므로 $ c<a $ $ \\therefore b<c<a $,$b<c<a$,111.수학 과목 문제생성 데이터,validation
00041_64156,M1_1_02_00041_64156_A.png,"\\[ \\left[\\frac{a}{18}\\right]=2 \\text { 이므로 } 2 \\leq \\frac{a}{18}<3 \\text {, 즉 } \\frac{36}{18} \\leq \\frac{a}{18}<\\frac{54}{18} \\] $ a $ 에 올 수 있는 수는 $ 36 $ 이상 $ 54 $ 미만인 정수 중 $ 2 $ 의 배수도 아니고 $3 $ 의 배수도 아니어야 하므로 $ a=37,41,43,47,49,53 $","$ 37, 41, 43, 47, 49, 53 $",111.수학 과목 문제생성 데이터,validation
00041_64157,M1_1_02_00041_64157_A.png,"$ a>b $ 이므로 두 정수 $ a, b $ 의 쌍은 $ (3,0),(2,1),(2,-1),(1,-2),(0,-3),(-1,-2) $ 의 $6$ 개이다.",$6$개,111.수학 과목 문제생성 데이터,validation
00041_64201,M1_1_02_00041_64201_A.png,"-\\frac{11}{3} \\] $ A=-\\frac{1}{3}, B=\\frac{2}{3} $ 이고, $ \\left(-\\frac{1}{2}\\right)^{3} \\div \\frac{5}{8} \\times 25=\\left(-\\frac{1}{8}\\right) \\times \\frac{8}{5} \\times 25=-5 $ 에서 $ C=-\\frac{1}{5} $ 이므로 \\[ A+B \\div C=-\\frac{1}{3}+\\frac{2}{3} \\div\\left(-\\frac{1}{5}\\right)=-\\frac{1}{3}+\\frac{2}{3} \\times[-5]=-\\frac{1}{3}-\\frac{10}{3}=-\\frac{11}{3} \\]",\\[,111.수학 과목 문제생성 데이터,validation
00042_04117,M1_1_02_00042_04117_A.png,"골프 경기에서 이븐파를 $0$으로 나타낼 때, 오버파는 양수인 $+$부호, 언더파는 음수인 $–$부호로 나타낸다.$4$언더파는 $-4,5$오버파는 $+5$로 나타낸다.","$4$언더파 : $-4,5$오버파 : $+5$",111.수학 과목 문제생성 데이터,validation
00042_04122,M1_1_02_00042_04122_A.png,"(가)에서 $a$와 $b$의 부호는 서로 다르다. (다)에서 $a‒b<0$이므로 $a<b$가 되어 $a<0,b>0$이다. (나)에서 $b$와 $c$의 부호는 서로 같으므로 $c>0$이다. 따라서 $a<0,b>0,c>0$이다.","$a<0,b>0,c>0$",111.수학 과목 문제생성 데이터,validation
00042_94428,M1_1_02_00042_94428_A.png,(1) $[+8]-[+12]-[-6]=[+8]+[-12]+[+6] =[+8]+[+6]+[-12] =[+14]+[-12]=+2$ (2) $[-4]+[+9]-[-1]=[-4]+[+9]+[+1] =(-4)+(+10) =+6$ (3) $[-2.8]+[+1.3]-[+1.4] =[-2.8]+[+1.3]+[-1.4]=[+1.3]+[-2.8]+[-1.4] =[+1.3]+[-4.2]=-2.9$ (4) $[+3.6]-[+3.2]-[-4.8] =[+3.6]+[-3.2]+[+4.8] =[+3.6]+[+4.8]+[-3.2] =[+8.4]+[-3.2]=+5.2$ (5) $\\left(+\\frac{8}{5}\\right)-(+5)+\\left(-\\frac{3}{5}\\right) =\\left(+\\frac{8}{5}\\right)+(-5)+\\left(-\\frac{3}{5}\\right)  =\\left(+\\frac{8}{5}\\right)+\\left(-\\frac{3}{5}\\right)+(-5)$,(1)$+2$ (2)$+6$ (3)$-2.9$ (4)$+5.2$ (5)$-4$ (6)$+\\frac{8}{3}$,111.수학 과목 문제생성 데이터,validation
00042_95885,M1_1_02_00042_95885_A.png,"$ \\begin{array}{l}\\text { (1) }(+2)+(-15)-(-9)=+2-15+9=-13+9=-4 \\\\ \\text { (2) }\\left(\\frac{7}{8}\\right)+\\left(+\\frac{4}{5}\\right)-\\left(+\\frac{9}{20}\\right) \\\\ =-\\frac{7}{8}+\\frac{4}{5}-\\frac{9}{20}=-\\frac{35}{40}+\\frac{32}{40}-\\frac{18}{40} \\\\ =-\\frac{21}{40}\\end{array} $(3) $ (+5,6)-(-7,8)+(-1,2)=+5,6+7,8-1,2=+12.2 $",⑴ $-4$ ⑵ $‒2140$ ⑶ $+12.2$,111.수학 과목 문제생성 데이터,validation
00042_95894,M1_1_02_00042_95894_A.png,(2) $ +\\frac{1}{24} $ \\[ \\] $ \\begin{array}{l}\\text { (1) }(+2) \\div\\left(-\\frac{10}{3}\\right) \\times(+8) \\\\ =2 \\times\\left(-\\frac{3}{10}\\right) \\times 8=-\\frac{24}{5} \\\\ (2)(+2.5) \\div(-3) \\div(-20) \\\\ =\\left(+\\frac{25}{10}\\right) \\times\\left(-\\frac{1}{3}\\right) \\times\\left(-\\frac{1}{20}\\right)=+\\frac{5}{120}=+\\frac{1}{24}\\end{array} $,(1) $ -\\frac{24}{5} $,111.수학 과목 문제생성 데이터,validation
00043_00824,M1_1_02_00043_00824_A.png,$ (+1)+(+4)+(+4)=\\{(+1)+(+4)\\}+(+4)=(+5)+(+4)=+9 $,$ +9 $,111.수학 과목 문제생성 데이터,validation
00043_00845,M1_1_02_00043_00845_A.png,$ (+1.7)-(+2.6)-(-6.3) $ $ =\\{(+1.7)+(+6.3)\\}-(+2.6) $ $ =(+8)-(+2.6)=+5.4 $,$+5.4$,111.수학 과목 문제생성 데이터,validation
00043_01099,M1_1_02_00043_01099_A.png,$ A=\\left|-\\frac{5}{6}\\right|=\\frac{5}{6} $ $ B=|-3|=3 $ $ C=-|4.3|=-4.3 $,"$ A=\\frac{5}{6}, B=3, C=-4.3 $",111.수학 과목 문제생성 데이터,validation
00043_01130,M1_1_02_00043_01130_A.png,"수를 수직선 위에 나타낼 때, 가장 오른쪽에 있는 점이 나타내는 수는 가장 큰 수이다. 주어진 수의 대소를 비교하면$ -3.2<-\\frac{1}{5}<\\frac{4}{7}<1.9<3 $ 따라서 구하는 수는 $3$이다.",①,111.수학 과목 문제생성 데이터,validation
00043_01131,M1_1_02_00043_01131_A.png,1 \\] $ |-3|=3 $ 이므로 주어진 수의 대소를 비교하면 $ 4>|-3|>1>0>-2>-3 $ 따라서 구하는 수는 1 이다.,\\[,111.수학 과목 문제생성 데이터,validation
00043_01159,M1_1_02_00043_01159_A.png,"$ \\begin{array}{l}a=(-2)+6=4, b=(-5)-(-2)=-3 \\\\ \\therefore a+b=1\\end{array} $",④,111.수학 과목 문제생성 데이터,validation
00043_01189,M1_1_02_00043_01189_A.png,$ 2-[5-{2-(8-4)}]=2-{5-(2-4)} $\\(\\ =2-{5- (-2)} \\)$\\ =2-(5+2)=2-7  \\ =-5$,$-5$,111.수학 과목 문제생성 데이터,validation
00043_01219,M1_1_02_00043_01219_A.png,$ a=-1 $ 이라 하면 (ㄱ) $ -a=-[-1]=1>0 $ (ㄴ) $ [-a]^{2}=1^{2}=1>0 $ (ㄷ) $ -a^{2}=-[-1]^{2}=-1<0 $ (ㄹ) $ -[-a]^{3}=-1^{3}=-1<0 $ (ㅁ) $ -a^{3}=-(-1)^{3}=-[-1]=1>0 $ (ㅂ) $ a^{4}=[-1]^{4}=1>0 $,"㈂, ㈃",111.수학 과목 문제생성 데이터,validation
00043_01225,M1_1_02_00043_01225_A.png,(이미지 처리인듯 하여 서식을 지우고 제출합니다),①,111.수학 과목 문제생성 데이터,validation
00043_01247,M1_1_02_00043_01247_A.png,\\[ \\] $ \\begin{array}{l}\\left(-\\frac{1}{2}\\right)^{2} \\times\\left(-\\frac{3}{10}\\right) \\div\\left(\\frac{1}{5}\\right) \\\\ =\\left(+\\frac{1}{4}\\right) \\times\\left(-\\frac{3}{10}\\right) \\times(5) \\\\ =-\\left(\\frac{1}{4} \\times \\frac{3}{10} \\times 5\\right)=-\\frac{3}{8}\\end{array} $,②,111.수학 과목 문제생성 데이터,validation
00043_03931,M1_1_02_00043_03931_A.png,절댓값이 가장 작은 수를 찾는다.,③,111.수학 과목 문제생성 데이터,validation
00043_03936,M1_1_02_00043_03936_A.png,"절댓값이 같고 $ x>y $인 두 수 $x, y$를 나타내는 점은 $0$을 나타내는 점에서 거리가 각각 $ \\frac{5}{16} $만큼 떨어져 있다.   $ \\therefore x=\\frac{5}{16},  y=-\\frac{5}{16} $",⑤,111.수학 과목 문제생성 데이터,validation
00043_03938,M1_1_02_00043_03938_A.png,"주어진 수를 수직선 위에 나타낼 때, 원점에서 가장 멀리 떨어져 있는 수는 절댓값이 가장 큰 수이다. ① $ |3|=3 $ ② $ |-5|=5 $ ③ $ \\left|-\\frac{33}{5}\\right|=\\frac{33}{5}=6.6 $ ④ $ \\left|-\\frac{3}{5}\\right|=\\frac{3}{5}=0.6 $ ⑤  $ \\left|\\frac{19}{4}\\right|=\\frac{19}{4}=4.75 $",③,111.수학 과목 문제생성 데이터,validation
00043_03942,M1_1_02_00043_03942_A.png,수직선에서 원점으로부터 멀수록 절댓값이 커지므로 ① $ |a|>|b| $② $ |a|>|c| $ ③ $ |a|<|d| $④ $ |b|<|d| $ ⑤ $ |c|<|d| $ 따라서 옳지 않은 것은 ②이다.,②,111.수학 과목 문제생성 데이터,validation
00043_03947,M1_1_02_00043_03947_A.png,"$ \\left|\\frac{n}{4}\\right|<1 $ 이므로 $ -1<\\frac{n}{4}<1 $ 따라서 구하는 정수 $ n $ 은 $ -3,-2,-1,0,1,2,3 $ 이다.","$-3, -2, -1, 0, 1, 2, 3 \\\\ $",111.수학 과목 문제생성 데이터,validation
00043_03964,M1_1_02_00043_03964_A.png,"(나)에서 $ a $ 의 절댓값이 $3$ 이므로 $ a=3 $ 또는 $ a=-3 $ (가)에서 $ a<0 $ 이므로 $ a=-3 $ (다)에서 $ |a|+|b|=8 $ $ |a|=3 $ 이므로 $ 3+|b|=8,|b|=5 $ 이고, (가)에서 $ b>0 $ 이므로 $ b=5 $","$a=‒3, b=5$",111.수학 과목 문제생성 데이터,validation
00043_03983,M1_1_02_00043_03983_A.png,④ $ \\left|-\\frac{3}{5}\\right|<\\left|-\\frac{3}{4}\\right| $,④,111.수학 과목 문제생성 데이터,validation
00043_03994,M1_1_02_00043_03994_A.png,"① (음수) $ < $ (양수)이므로 $ -1<\\frac{7}{4} $  ② $ -\\frac{3}{5}=-0.6 $ 이고 음수는 절댓값이 큰 수가 더 작으므로 $ -0.3>-\\frac{3}{5} $  ③ $ 0< $ (양수)이므로 $ 0<\\frac{3}{4} $  ④ $ \\frac{1}{4}<\\frac{1}{3} $  ⑤ $ \\left|-\\frac{4}{5}\\right|=\\frac{4}{5}=\\frac{28}{35}, \\frac{2}{7}=\\frac{10}{35} $ 이므로 $ \\frac{2}{7}<\\left|-\\frac{4}{5}\\right| $  따라서 부등호의 방향이 다른 하나는 ②이다.",②,111.수학 과목 문제생성 데이터,validation
00043_04037,M1_1_02_00043_04037_A.png,"$0$에서 왼쪽으로 $3$칸 움직였으므로 $-3$, 다시 오른쪽으로 $4$칸 움직였으므로 $+4$를 더한 것이다.$ \\rightarrow $  $(-3)+(+4)=+1$",③,111.수학 과목 문제생성 데이터,validation
00043_04043,M1_1_02_00043_04043_A.png,⑤$ \\left(-\\frac{5}{4}\\right)-\\left(+\\frac{1}{2}\\right)=\\left(-\\frac{5}{4}\\right)+\\left(-\\frac{2}{4}\\right)=-\\frac{7}{4} $,⑤,111.수학 과목 문제생성 데이터,validation
00043_04102,M1_1_02_00043_04102_A.png,$ \\left(-\\frac{1}{3}\\right)-(-3)-\\left(+\\frac{3}{4}\\right)+\\left(-\\frac{5}{6}\\right) $ $ =(+3)+\\left(-\\frac{4}{12}\\right)+\\left(-\\frac{9}{12}\\right)+\\left(-\\frac{10}{12}\\right) $ $ =(+3)+\\left\\{\\left(-\\frac{4}{12}\\right)+\\left(-\\frac{9}{12}\\right)+\\left(-\\frac{10}{12}\\right)\\right\\} $ $ =\\left(+\\frac{36}{12}\\right)+\\left(-\\frac{23}{12}\\right)=+\\frac{13}{12} $,$ +\\frac{13}{12} $,111.수학 과목 문제생성 데이터,validation
00043_04104,M1_1_02_00043_04104_A.png,\\[\\text {①} \\begin{aligned} (-2)+(-3)-(+4) & =(-2)+(-3)+(-4) \\\\ & =-(2+3+4)=-9 \\end{aligned} \\] ② \\[ \\begin{aligned} (+8)-(-3)+(-9) & =(+8)+(+3)+(-9) \\\\ & =\\{(+8)+(+3)\\}+(-9) \\\\ & =(+11)+(-9)=+2 \\end{aligned} \\] ③ \\[ \\begin{aligned} (-4)+\\left(-\\frac{3}{5}\\right)-\\left(-\\frac{7}{10}\\right) & =(-4)+\\left(-\\frac{3}{5}\\right)+\\left(+\\frac{7}{10}\\right) \\\\ & =-\\left(4+\\frac{3}{5}\\right)+\\left(+\\frac{7}{10}\\right) \\\\ & =\\left(-\\frac{23}{5}\\right)+\\left(+\\frac{7}{10}\\right) \\\\ & =-\\left(\\frac{46}{10}-\\frac{7}{10}\\right)=-\\frac{39}{10} \\end{aligned} \\] ④ \\[ \\begin{aligned} \\left(+\\frac{1}{5}\\right)+\\left(+\\frac{3}{2}\\right)-\\left(+\\frac{9}{5}\\right) & =\\left(+\\frac{1}{5}\\right)+\\left(+\\frac{3}{2}\\right)+\\left(-\\frac{9}{5}\\right) \\\\ & =\\left\\{\\left(+\\frac{1}{5}\\right)+\\left(-\\frac{9}{5}\\right)\\right\\}+\\left(+\\frac{3}{2}\\right) \\\\ & =\\left(-\\frac{8}{5}\\right)+\\left(+\\frac{3}{2}\\right) \\\\ & =-\\left(\\frac{16}{10}-\\frac{15}{10}\\right)=-\\frac{1}{10} \\end{aligned} \\] \\[ \\text {⑤} \\begin{array}{l} (-3)+(-5)-(-11)-(+6) \\\\ =(-3)+(-5)+(+11)+(-6) \\\\ =-(3+5+6)+(+11) \\\\ =(-14)+(+11)=-3 \\end{array} \\] 따라서 계산 결과가 가장 작은 것은 ①이다.,(해답)①,111.수학 과목 문제생성 데이터,validation
00043_04119,M1_1_02_00043_04119_A.png,"따라서 (i) (iv)에 의해 가장 큰 수는 $8$, 가장 작은 수는 $-8$ 이므로 $ 8+(-8)=0 $","② $ x $ 의 절댓값이 2 이므로 $ x=-2 $ 또는 $ x=2 $ $ y $ 의 절댓값이 6 이므로 $ y=-6 $ 또는 $ y=6 $ 이 때, $ x-y $ 의 값은 (i) \\( \\begin{array}{l} x=-2,  y=-6 \\text { 이면 } \\\\ -2-(-6)=-2+6=4 \\end{array} \\) (ii) \\( \\begin{array}{l} x=-2, y=6 \\text { 이면 } \\\\ -2-6=-8 \\end{array} \\) (iii) \\( \\begin{array}{l} x=2, y=-6 \\text { 이면 } \\\\ 2-(-6)=2+6=8 \\end{array} \\) (iv) \\( \\begin{array}{l} x=2, y=6 \\text { 이면 } \\\\ 2-6=-4 \\end{array} \\)",111.수학 과목 문제생성 데이터,validation
00043_04120,M1_1_02_00043_04120_A.png,$ A: 0-(-6)=0+6=6\\left({ }^{\\circ} C\\right) $ $ B : -1-(-8)=-1+8=7\\left({ }^{\\circ} C\\right) $ $ C: -2-(-10)=-2+10=8\\left({ }^{\\circ} C\\right) $ $ D: 1-(-4)=1+4=5\\left({ }^{\\circ} C\\right) $ $ E: 2-(-2)=2+2=4\\left({ }^{\\circ} C\\right) $ 따라서 일교차가 가장 큰 도시는 $C$이다.,③,111.수학 과목 문제생성 데이터,validation
00043_04148,M1_1_02_00043_04148_A.png,"ㄱ. $ \\left(-\\frac{6}{5}\\right) \\times\\left(+\\frac{5}{3}\\right)=-\\left(\\frac{6}{5} \\times \\frac{5}{3}\\right)=-2 $ ㄴ. $ (-3) \\times\\left(+\\frac{3}{4}\\right) \\times(+8)=-\\left(3 \\times \\frac{3}{4} \\times 8\\right)=-18 $ ㄷ. $ \\left(-\\frac{2}{15}\\right) \\times\\left(-\\frac{5}{3}\\right) \\times(-9)=-\\left(\\frac{2}{15} \\times \\frac{5}{3} \\times 9\\right)=-2 $ ㄹ. $ (+36) \\times\\left(-\\frac{4}{9}\\right) \\times\\left(-\\frac{3}{4}\\right)=+\\left(36 \\times \\frac{4}{9} \\times \\frac{3}{4}\\right)=+12 $ 따라서 계산 결과가 $-2$인 것은 ㄱ, ㄷ이다.","ㄱ, ㄷ",111.수학 과목 문제생성 데이터,validation
